MC,"Given the list arr = [0.69, 0.42, 0.67, 0.79, 4.4, 5.86, 1.13, 8.79], give the value which will be returned with the code arr{5}",An error occurs,1,Correct,1.13,0,Wrong,5.86,0,Wrong,4.4,0,Wrong
MC,"Given the list arr = [0.54, 1.44, 2.82, 4.53, 7.73], give the value which will be returned with the code arr{2}",An error occurs,1,Correct,4.53,0,Wrong,2.82,0,Wrong,1.44,0,Wrong
MC,"Given the list arr = [0.66, 1.83, 0.23, 3.82, 0.04, 1.01, 1.13], give the value which will be returned with the code arr(4)",An error occurs,1,Correct,1.01,0,Wrong,0.04,0,Wrong,3.82,0,Wrong
MC,"Given the list arr = [0.04, 1.8, 0.83, 3.38, 7.31], give the value which will be returned with the code arr{3}",An error occurs,1,Correct,7.31,0,Wrong,3.38,0,Wrong,0.83,0,Wrong
MC,"Given the list arr = [1.37, 2.22, 2.1, 1.96, 7.14], give the value which will be returned with the code arr(2)",An error occurs,1,Correct,1.96,0,Wrong,2.1,0,Wrong,2.22,0,Wrong
MC,"Given the list arr = [0.13, 0.42, 0.43, 3.25, 4.69, 2.27, 0.31, 7.46, 7.35], give the value which will be returned with the code arr{1}",An error occurs,1,Correct,0.43,0,Wrong,0.42,0,Wrong,0.13,0,Wrong
MC,"Given the list arr = [0.16, 0.63, 1.69, 0.4, 3.46, 5.86, 1.75, 3.57], give the value which will be returned with the code arr{4}",An error occurs,1,Correct,5.86,0,Wrong,3.46,0,Wrong,0.4,0,Wrong
MC,"Given the list arr = [0.92, 0.42, 2.03, 3.09, 4.59, 5.91, 5.31, 2.64], give the value which will be returned with the code arr(3)",An error occurs,1,Correct,4.59,0,Wrong,3.09,0,Wrong,2.03,0,Wrong
MC,"Given the list arr = [0.12, 0.67, 2.37, 0.54, 4.81, 0.85, 6.76, 1.81, 0.18, 8.12], give the value which will be returned with the code arr{8}",An error occurs,1,Correct,8.12,0,Wrong,0.18,0,Wrong,1.81,0,Wrong
MC,"Given the list arr = [0.4, 1.91, 2.93, 3.72, 4.76, 3.76, 3.62], give the value which will be returned with the code arr{4}",An error occurs,1,Correct,3.76,0,Wrong,4.76,0,Wrong,3.72,0,Wrong
MC,"Given the list arr = [0.49, 1.94, 2.06, 2.29, 4.69, 0.54, 2.42, 8.4], give the value which will be returned with the code arr{5}",An error occurs,1,Correct,2.42,0,Wrong,0.54,0,Wrong,4.69,0,Wrong
MC,"Given the list arr = [0.53, 1.02, 2.17, 0.94, 4.59, 5.26, 5.63, 0.18, 0.3], give the value which will be returned with the code arr(7)",An error occurs,1,Correct,0.3,0,Wrong,0.18,0,Wrong,5.63,0,Wrong
MC,"Given the list arr = [0.78, 1.18, 2.38, 2.53, 4.43], give the value which will be returned with the code arr{1}",An error occurs,1,Correct,2.38,0,Wrong,1.18,0,Wrong,0.78,0,Wrong
MC,"Given the list arr = [0.28, 0.67, 2.56, 1.85, 5.32, 7.6], give the value which will be returned with the code arr(1)",An error occurs,1,Correct,2.56,0,Wrong,0.67,0,Wrong,0.28,0,Wrong
MC,"Given the list arr = [0.41, 1.27, 2.2, 3.12, 4.94, 5.51, 2.59, 7.95, 0.05], give the value which will be returned with the code arr(3)",An error occurs,1,Correct,4.94,0,Wrong,3.12,0,Wrong,2.2,0,Wrong
MC,"Given the list arr = [0.28, 0.02, 2.29, 3.02, 2.29, 5.38, 3.37], give the value which will be returned with the code arr(5)",An error occurs,1,Correct,3.37,0,Wrong,5.38,0,Wrong,2.29,0,Wrong
MC,"Given the list arr = [1.09, 1.04, 3.78, 3.6, 5.3], give the value which will be returned with the code arr{2}",An error occurs,1,Correct,3.6,0,Wrong,3.78,0,Wrong,1.04,0,Wrong
MC,"Given the list arr = [0.2, 3.61, 4.96, 4.59, 6.27, 5.64, 7.4], give the value which will be returned with the code arr(5)",An error occurs,1,Correct,7.4,0,Wrong,5.64,0,Wrong,6.27,0,Wrong
