MC,"Given the list arr = [0.41, 0.42, 2.7, 3.44, 4.82, 1.67, 7.08], give the code which will return the values [2.7, 3.44]",arr[2:4],1,Correct,arr[2:3],0,Wrong,arr[3:4],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.83, 1.33, 2.6, 0.41, 2.57, 5.98], give the code which will return the values [2.6, 0.41]",arr[2:4],1,Correct,arr[2:3],0,Wrong,arr[3:4],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.32, 0.22, 1.54, 0.84, 0.09, 5.66, 8.85], give the code which will return the values [0.22, 1.54, 0.84, 0.09]",arr[1:5],1,Correct,arr[1:4],0,Wrong,arr[2:5],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.69, 1.97, 3.0, 4.44, 9.52], give the code which will return the values [1.97]",arr[1:2],1,Correct,arr[1:1],0,Wrong,arr[2:2],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.78, 0.51, 1.72, 3.6, 0.68, 9.05], give the code which will return the values [1.72]",arr[2:3],1,Correct,arr[2:2],0,Wrong,arr[3:3],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.72, 1.92, 1.57, 3.77, 3.14, 2.59, 1.21, 7.24], give the code which will return the values [1.92, 1.57, 3.77, 3.14, 2.59]",arr[1:6],1,Correct,arr[1:5],0,Wrong,arr[2:6],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.12, 0.99, 0.32, 1.13, 1.26, 5.34, 3.36, 2.83], give the code which will return the values [0.32, 1.13, 1.26, 5.34]",arr[2:6],1,Correct,arr[2:5],0,Wrong,arr[3:6],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [1.24, 2.48, 3.63, 4.55, 2.98, 2.87, 7.31, 2.9, 2.3], give the code which will return the values [3.63, 4.55, 2.98, 2.87]",arr[2:6],1,Correct,arr[2:5],0,Wrong,arr[3:6],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.05, 1.03, 2.75, 3.69, 3.67, 5.76, 5.65, 7.44, 5.58], give the code which will return the values [2.75, 3.69]",arr[2:4],1,Correct,arr[2:3],0,Wrong,arr[3:4],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.45, 0.08, 1.27, 0.4, 1.42, 5.09, 4.34, 1.12], give the code which will return the values [0.08, 1.27, 0.4]",arr[1:4],1,Correct,arr[1:3],0,Wrong,arr[2:4],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.8, 0.71, 2.87, 3.29, 1.08, 0.86], give the code which will return the values [0.71, 2.87]",arr[1:3],1,Correct,arr[1:2],0,Wrong,arr[2:3],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.51, 0.63, 2.19, 1.76, 2.88, 5.25, 1.18], give the code which will return the values [2.19, 1.76, 2.88]",arr[2:5],1,Correct,arr[2:4],0,Wrong,arr[3:5],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.19, 1.21, 3.9, 3.87, 9.89], give the code which will return the values [1.21]",arr[1:2],1,Correct,arr[1:1],0,Wrong,arr[2:2],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.34, 1.12, 1.18, 0.87, 4.8, 3.41, 5.06], give the code which will return the values [1.18, 0.87]",arr[2:4],1,Correct,arr[2:3],0,Wrong,arr[3:4],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.59, 0.52, 0.7, 3.78, 4.03], give the code which will return the values [0.52, 0.7]",arr[1:3],1,Correct,arr[1:2],0,Wrong,arr[2:3],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.24, 1.72, 2.39, 1.14, 0.73, 6.28, 9.38], give the code which will return the values [2.39]",arr[2:3],1,Correct,arr[2:2],0,Wrong,arr[3:3],0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [1.93, 1.14, 3.62, 5.25, 6.77, 7.17, 8.24, 7.21, 6.61], give the code which will return the values [5.25, 6.77]",arr[3:5],1,Correct,arr[3:4],0,Wrong,arr[4:5],0,Wrong,An error occurs,0,Wrong
