MC,"Given the list arr = [0.27, 1.01, 2.01, 0.63, 0.57], give the code which will return the values [1.01, 2.01]",arr[1:3],1,Correct,"arr[1,3]",0,Wrong,arr[1-3],0,Wrong,arr(1:3),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.71, 1.83, 2.58, 0.1, 3.43, 5.58, 1.46, 0.84, 7.36], give the code which will return the values [1.83, 2.58, 0.1, 3.43, 5.58]",arr[1:6],1,Correct,"arr[1,6]",0,Wrong,arr[1-6],0,Wrong,arr(1:6),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.09, 0.15, 2.51, 0.29, 4.85, 0.38, 1.43, 0.16, 4.75, 3.59], give the code which will return the values [0.29, 4.85, 0.38, 1.43]",arr[3:7],1,Correct,"arr[3,7]",0,Wrong,arr[3-7],0,Wrong,arr(3:7),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.72, 0.35, 0.89, 2.47, 4.66, 6.29], give the code which will return the values [0.89]",arr[2:3],1,Correct,"arr[2,3]",0,Wrong,arr[2-3],0,Wrong,arr(2:3),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.74, 1.17, 1.98, 4.61, 5.17, 6.34, 6.63, 6.64, 5.73], give the code which will return the values [4.61]",arr[3:4],1,Correct,"arr[3,4]",0,Wrong,arr[3-4],0,Wrong,arr(3:4),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.86, 0.37, 1.62, 3.93, 5.93, 6.56, 6.69, 9.0, 5.14, 7.06], give the code which will return the values [1.62, 3.93, 5.93, 6.56]",arr[2:6],1,Correct,"arr[2,6]",0,Wrong,arr[2-6],0,Wrong,arr(2:6),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.94, 1.42, 2.1, 0.58, 0.59, 6.38], give the code which will return the values [2.1, 0.58]",arr[2:4],1,Correct,"arr[2,4]",0,Wrong,arr[2-4],0,Wrong,arr(2:4),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.68, 0.03, 2.85, 3.76, 4.31, 1.9, 6.95], give the code which will return the values [0.03, 2.85]",arr[1:3],1,Correct,"arr[1,3]",0,Wrong,arr[1-3],0,Wrong,arr(1:3),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.56, 0.75, 2.56, 2.91, 2.02, 5.02, 2.67, 7.65, 4.85, 3.96], give the code which will return the values [2.91, 2.02, 5.02]",arr[3:6],1,Correct,"arr[3,6]",0,Wrong,arr[3-6],0,Wrong,arr(3:6),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.82, 0.02, 1.62, 0.81, 2.6, 4.82, 6.9, 6.13, 3.73, 7.76], give the code which will return the values [1.62, 0.81, 2.6, 4.82]",arr[2:6],1,Correct,"arr[2,6]",0,Wrong,arr[2-6],0,Wrong,arr(2:6),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.04, 1.38, 1.45, 2.76, 4.58, 5.48, 4.96], give the code which will return the values [1.45, 2.76, 4.58]",arr[2:5],1,Correct,"arr[2,5]",0,Wrong,arr[2-5],0,Wrong,arr(2:5),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.03, 1.95, 2.64, 1.94, 4.04, 1.95, 2.34, 9.1], give the code which will return the values [1.95, 2.64]",arr[1:3],1,Correct,"arr[1,3]",0,Wrong,arr[1-3],0,Wrong,arr(1:3),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.63, 1.26, 3.36, 6.76, 7.71], give the code which will return the values [1.26, 3.36]",arr[1:3],1,Correct,"arr[1,3]",0,Wrong,arr[1-3],0,Wrong,arr(1:3),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.87, 1.46, 3.7, 4.88, 5.47, 5.74, 4.01, 5.58], give the code which will return the values [3.7, 4.88]",arr[2:4],1,Correct,"arr[2,4]",0,Wrong,arr[2-4],0,Wrong,arr(2:4),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.88, 1.37, 2.25, 3.22, 3.04, 0.1, 1.51], give the code which will return the values [2.25, 3.22]",arr[2:4],1,Correct,"arr[2,4]",0,Wrong,arr[2-4],0,Wrong,arr(2:4),0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.2, 1.03, 2.07, 3.4, 5.83], give the code which will return the values [1.03]",arr[1:2],1,Correct,"arr[1,2]",0,Wrong,arr[1-2],0,Wrong,arr(1:2),0,Wrong,An error occurs,0,Wrong
