MC,"<![CDATA[Which of the following is the value returned by <tt>3.29</tt> from the list <code>l =  [[0.37, 3.29, 0.46], [0.11, 1.41, 0.86], [3.12, 0.34, 2.25], [2.32, 1.95, 4.46], [1.05, 1.4, 0.98]]</code>?  ]]>",3.29,1,Correct,0.86,0,Wrong,0.11,0,Wrong,0.34,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>2.06</tt> from the list <code>l =  [[0.35, 5.97, 4.53], [2.06, 0.72, 2.61], [1.99, 2.88, 2.21], [1.92, 5.82, 0.08], [8.96, 0.91, 1.73]]</code>?  ]]>",2.06,1,Correct,2.88,0,Wrong,5.97,0,Wrong,2.61,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>4.34</tt> from the list <code>l =  [[3.13, 0.16, 4.99], [4.34, 0.38, 3.27], [0.32, 0.57, 1.2], [2.41, 6.8, 0.21]]</code>?  ]]>",4.34,1,Correct,0.57,0,Wrong,0.16,0,Wrong,3.27,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>7.43</tt> from the list <code>l =  [[2.13, 0.32, 7.43, 2.54], [0.23, 4.57, 1.76, 0.46], [1.8, 0.38, 3.91, 4.12], [3.2, 0.67, 5.06, 2.27]]</code>?  ]]>",7.43,1,Correct,0.46,0,Wrong,1.8,0,Wrong,0.67,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.07</tt> from the list <code>l =  [[5.03, 3.07, 4.74], [1.67, 0.53, 1.62], [5.51, 0.31, 0.38], [2.88, 1.06, 2.97]]</code>?  ]]>",3.07,1,Correct,1.62,0,Wrong,1.67,0,Wrong,0.31,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>6.74</tt> from the list <code>l =  [[4.63, 0.59, 1.26], [6.74, 0.72, 4.34], [0.34, 3.81, 3.56]]</code>?  ]]>",6.74,1,Correct,3.81,0,Wrong,0.59,0,Wrong,4.34,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.68</tt> from the list <code>l =  [[0.77, 3.5, 1.68, 6.36], [0.51, 4.11, 3.18, 4.44], [1.41, 3.41, 0.89, 0.09], [8.28, 5.1, 4.11, 5.2], [5.11, 1.32, 6.11, 8.86]]</code>?  ]]>",1.68,1,Correct,4.44,0,Wrong,1.41,0,Wrong,5.1,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.62</tt> from the list <code>l =  [[1.94, 3.53, 5.96, 0.13], [4.26, 0.81, 1.22, 0.14], [3.62, 5.68, 1.64, 1.38], [1.15, 0.14, 4.88, 1.11], [6.77, 5.93, 1.67, 0.44]]</code>?  ]]>",3.62,1,Correct,0.14,0,Wrong,5.96,0,Wrong,0.14,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.82</tt> from the list <code>l =  [[0.54, 0.22, 3.82, 1.94], [0.28, 2.23, 1.17, 0.99], [7.49, 2.71, 3.67, 0.64], [8.39, 5.58, 1.73, 0.19], [7.3, 3.63, 2.21, 8.9]]</code>?  ]]>",3.82,1,Correct,0.99,0,Wrong,7.49,0,Wrong,5.58,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>4.33</tt> from the list <code>l =  [[0.2, 0.66, 0.57], [4.33, 1.24, 1.24], [5.53, 0.05, 5.27], [4.49, 5.16, 3.1]]</code>?  ]]>",4.33,1,Correct,0.05,0,Wrong,0.66,0,Wrong,1.24,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.81</tt> from the list <code>l =  [[0.13, 3.81, 0.99], [1.68, 2.69, 6.33], [8.55, 2.97, 3.82]]</code>?  ]]>",3.81,1,Correct,6.33,0,Wrong,1.68,0,Wrong,2.97,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.53</tt> from the list <code>l =  [[4.15, 1.53, 6.35], [4.23, 3.16, 1.05], [3.69, 3.93, 0.06]]</code>?  ]]>",1.53,1,Correct,1.05,0,Wrong,4.23,0,Wrong,3.93,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>2.69</tt> from the list <code>l =  [[5.74, 2.69, 7.65], [4.86, 3.7, 2.85], [1.71, 0.01, 0.51], [5.45, 1.19, 2.64]]</code>?  ]]>",2.69,1,Correct,2.85,0,Wrong,4.86,0,Wrong,0.01,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>2.37</tt> from the list <code>l =  [[2.53, 0.84, 1.95, 1.62], [2.37, 0.32, 0.79, 0.2], [8.89, 2.42, 6.07, 1.24]]</code>?  ]]>",2.37,1,Correct,2.42,0,Wrong,0.84,0,Wrong,0.79,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.84</tt> from the list <code>l =  [[3.16, 3.84, 0.95], [0.72, 2.82, 0.8], [4.42, 4.62, 1.91], [1.85, 0.58, 1.32], [3.01, 2.8, 7.04]]</code>?  ]]>",3.84,1,Correct,0.8,0,Wrong,0.72,0,Wrong,4.62,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.92</tt> from the list <code>l =  [[5.51, 0.59, 4.4, 1.37], [6.42, 2.2, 1.49, 0.56], [1.92, 4.89, 1.4, 4.72], [8.45, 1.05, 0.53, 3.07], [0.17, 1.29, 0.59, 5.35]]</code>?  ]]>",1.92,1,Correct,1.05,0,Wrong,4.4,0,Wrong,0.56,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>5.64</tt> from the list <code>l =  [[1.66, 6.87, 0.85], [5.64, 4.43, 0.07], [2.44, 2.27, 0.9]]</code>?  ]]>",5.64,1,Correct,2.27,0,Wrong,6.87,0,Wrong,0.07,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>0.73</tt> from the list <code>l =  [[8.43, 0.73, 2.43], [9.75, 0.17, 7.21], [1.48, 0.9, 3.31], [4.87, 4.81, 0.59], [1.1, 0.68, 4.17]]</code>?  ]]>",0.73,1,Correct,7.21,0,Wrong,9.75,0,Wrong,0.9,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.79</tt> from the list <code>l =  [[2.0, 1.79, 0.55], [0.59, 0.58, 0.85], [0.22, 7.85, 3.79]]</code>?  ]]>",1.79,1,Correct,0.85,0,Wrong,0.59,0,Wrong,7.85,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>0.47</tt> from the list <code>l =  [[2.86, 2.3, 0.16], [0.47, 2.74, 1.57], [3.3, 0.89, 3.54], [0.4, 0.2, 0.61], [0.88, 1.26, 1.14]]</code>?  ]]>",0.47,1,Correct,0.89,0,Wrong,2.3,0,Wrong,1.57,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>0.72</tt> from the list <code>l =  [[7.99, 0.72, 1.02], [2.18, 7.6, 2.08], [1.2, 0.11, 4.09], [8.73, 7.79, 1.02], [5.83, 1.16, 2.98]]</code>?  ]]>",0.72,1,Correct,2.08,0,Wrong,2.18,0,Wrong,0.11,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>4.23</tt> from the list <code>l =  [[0.36, 1.96, 8.86, 5.03], [4.23, 1.98, 1.0, 1.88], [0.27, 1.17, 7.51, 2.36], [8.25, 3.25, 2.47, 4.42]]</code>?  ]]>",4.23,1,Correct,1.17,0,Wrong,1.96,0,Wrong,1.0,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.71</tt> from the list <code>l =  [[4.91, 6.02, 9.55, 1.62], [0.34, 3.35, 7.51, 0.95], [1.71, 1.67, 2.85, 0.59], [4.78, 3.47, 0.55, 0.03]]</code>?  ]]>",1.71,1,Correct,3.47,0,Wrong,9.55,0,Wrong,0.95,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>3.77</tt> from the list <code>l =  [[5.27, 3.77, 3.02], [9.57, 1.06, 1.3], [3.34, 0.93, 1.34]]</code>?  ]]>",3.77,1,Correct,1.3,0,Wrong,9.57,0,Wrong,0.93,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>1.28</tt> from the list <code>l =  [[0.04, 1.28, 7.07], [1.78, 5.51, 0.47], [7.36, 3.79, 1.89], [1.7, 6.95, 6.2]]</code>?  ]]>",1.28,1,Correct,0.47,0,Wrong,1.78,0,Wrong,3.79,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>7.58</tt> from the list <code>l =  [[3.67, 0.5, 8.27, 0.4], [2.78, 1.55, 1.87, 1.56], [0.6, 7.58, 2.33, 6.18], [8.81, 4.97, 5.37, 6.2]]</code>?  ]]>",7.58,1,Correct,5.37,0,Wrong,1.87,0,Wrong,6.18,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>2.04</tt> from the list <code>l =  [[0.29, 1.48, 0.18, 7.55], [1.83, 5.42, 0.33, 0.28], [2.04, 1.43, 5.69, 1.43], [2.87, 1.37, 0.77, 3.6]]</code>?  ]]>",2.04,1,Correct,1.37,0,Wrong,0.18,0,Wrong,0.28,0,Wrong,An error occurs,0,Wrong
MC,"<![CDATA[Which of the following is the value returned by <tt>5.06</tt> from the list <code>l =  [[1.45, 5.45, 3.8, 0.72], [2.62, 7.87, 1.83, 0.72], [0.37, 5.06, 5.75, 0.55], [3.85, 1.54, 2.54, 0.89]]</code>?  ]]>",5.06,1,Correct,2.54,0,Wrong,1.83,0,Wrong,0.55,0,Wrong,An error occurs,0,Wrong
