MC,"Given the list arr = [0.87, 0.44, 0.65, 1.66, 0.63, 6.34], give the value which will be returned with the code arr[4]",0.63,1,Correct,6.34,0,Wrong,1.66,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [1.28, 2.24, 3.35, 1.17, 5.98, 4.22], give the value which will be returned with the code arr[4]",5.98,1,Correct,4.22,0,Wrong,1.17,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.69, 1.89, 0.83, 3.41, 2.7, 4.6, 2.87, 5.3], give the value which will be returned with the code arr[1]",1.89,1,Correct,0.83,0,Wrong,0.69,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.61, 0.81, 0.35, 3.81, 1.51, 1.23, 2.41, 1.21, 0.39], give the value which will be returned with the code arr[6]",2.41,1,Correct,1.21,0,Wrong,1.23,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.66, 1.94, 3.0, 3.19, 3.74, 1.4, 0.41, 1.93, 8.28], give the value which will be returned with the code arr[7]",1.93,1,Correct,8.28,0,Wrong,0.41,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.47, 1.47, 0.91, 0.21, 0.69, 3.0], give the value which will be returned with the code arr[3]",0.21,1,Correct,0.69,0,Wrong,0.91,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.38, 1.75, 2.28, 1.93, 1.18, 4.58, 1.24, 7.59, 7.89, 1.61], give the value which will be returned with the code arr[6]",1.24,1,Correct,7.59,0,Wrong,4.58,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.53, 0.28, 2.15, 0.53, 1.34, 3.15, 0.02, 7.09, 8.47], give the value which will be returned with the code arr[6]",0.02,1,Correct,7.09,0,Wrong,3.15,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.58, 0.57, 2.15, 3.42, 4.46, 4.62, 1.23, 0.42], give the value which will be returned with the code arr[2]",2.15,1,Correct,3.42,0,Wrong,0.57,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.16, 2.72, 3.29, 4.72, 5.12, 5.72, 3.71], give the value which will be returned with the code arr[5]",5.72,1,Correct,3.71,0,Wrong,5.12,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [1.46, 3.18, 3.41, 5.74, 6.13, 7.98, 9.32], give the value which will be returned with the code arr[3]",5.74,1,Correct,6.13,0,Wrong,3.41,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.75, 0.24, 2.13, 0.24, 2.22, 5.28, 6.42, 4.62, 3.5, 2.19], give the value which will be returned with the code arr[1]",0.24,1,Correct,2.13,0,Wrong,0.75,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.38, 1.37, 2.57, 1.68, 0.1, 7.39], give the value which will be returned with the code arr[2]",2.57,1,Correct,1.68,0,Wrong,1.37,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.95, 0.18, 2.2, 0.78, 5.51, 6.33, 6.88], give the value which will be returned with the code arr[4]",5.51,1,Correct,6.33,0,Wrong,0.78,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.73, 1.78, 2.37, 1.3, 0.08, 8.47], give the value which will be returned with the code arr[1]",1.78,1,Correct,2.37,0,Wrong,0.73,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.47, 1.96, 2.15, 1.38, 0.75, 0.87, 3.77, 7.56, 8.31, 0.84], give the value which will be returned with the code arr[2]",2.15,1,Correct,1.38,0,Wrong,1.96,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.72, 1.27, 2.39, 3.71, 2.8, 2.57, 3.3, 0.73], give the value which will be returned with the code arr[4]",2.8,1,Correct,2.57,0,Wrong,3.71,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.56, 0.29, 1.48, 3.62, 1.7, 1.65], give the value which will be returned with the code arr[3]",3.62,1,Correct,1.7,0,Wrong,1.48,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.69, 1.81, 2.13, 3.71, 0.47], give the value which will be returned with the code arr[2]",2.13,1,Correct,3.71,0,Wrong,1.81,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.4, 1.41, 2.13, 3.92, 1.03], give the value which will be returned with the code arr[3]",3.92,1,Correct,1.03,0,Wrong,2.13,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.7, 0.11, 0.87, 3.54, 2.15, 5.68, 2.71, 3.34, 3.24], give the value which will be returned with the code arr[6]",2.71,1,Correct,3.34,0,Wrong,5.68,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.07, 0.7, 2.22, 3.01, 3.69, 5.97, 1.54, 4.74, 0.24], give the value which will be returned with the code arr[1]",0.7,1,Correct,2.22,0,Wrong,0.07,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.96, 0.2, 0.47, 3.29, 1.16, 7.49], give the value which will be returned with the code arr[4]",1.16,1,Correct,7.49,0,Wrong,3.29,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.9, 2.93, 3.84, 3.88, 5.92], give the value which will be returned with the code arr[2]",3.84,1,Correct,3.88,0,Wrong,2.93,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.83, 1.09, 1.83, 3.34, 4.82], give the value which will be returned with the code arr[2]",1.83,1,Correct,3.34,0,Wrong,1.09,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.31, 1.61, 2.52, 1.24, 4.44, 1.07, 7.99], give the value which will be returned with the code arr[4]",4.44,1,Correct,1.07,0,Wrong,1.24,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.2, 1.12, 0.42, 0.4, 0.37, 5.23, 3.82, 8.79], give the value which will be returned with the code arr[3]",0.4,1,Correct,0.37,0,Wrong,0.42,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.39, 1.61, 1.09, 3.29, 4.11], give the value which will be returned with the code arr[1]",1.61,1,Correct,1.09,0,Wrong,0.39,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.84, 0.45, 0.53, 3.21, 2.93, 0.33, 6.76], give the value which will be returned with the code arr[1]",0.45,1,Correct,0.53,0,Wrong,0.84,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.04, 0.18, 0.58, 2.56, 4.09, 4.72, 6.94, 7.14], give the value which will be returned with the code arr[4]",4.09,1,Correct,4.72,0,Wrong,2.56,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.31, 1.89, 0.01, 3.42, 0.57, 3.61, 6.38, 0.79, 0.55, 9.57], give the value which will be returned with the code arr[8]",0.55,1,Correct,9.57,0,Wrong,0.79,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.44, 1.32, 2.31, 3.33, 4.39], give the value which will be returned with the code arr[1]",1.32,1,Correct,2.31,0,Wrong,0.44,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.46, 0.71, 0.58, 1.21, 6.35], give the value which will be returned with the code arr[2]",0.58,1,Correct,1.21,0,Wrong,0.71,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.17, 1.17, 1.76, 1.54, 1.76], give the value which will be returned with the code arr[3]",1.54,1,Correct,1.76,0,Wrong,1.76,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.05, 1.51, 2.89, 3.24, 4.63, 5.61], give the value which will be returned with the code arr[1]",1.51,1,Correct,2.89,0,Wrong,0.05,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.99, 2.04, 3.55, 2.92, 3.79, 7.05], give the value which will be returned with the code arr[4]",3.79,1,Correct,7.05,0,Wrong,2.92,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.28, 1.76, 0.09, 3.71, 1.01, 1.99, 3.35, 1.57], give the value which will be returned with the code arr[6]",3.35,1,Correct,1.57,0,Wrong,1.99,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.44, 0.59, 2.65, 6.29, 7.86, 8.47, 8.54], give the value which will be returned with the code arr[2]",2.65,1,Correct,6.29,0,Wrong,0.59,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.17, 1.78, 2.06, 2.1, 1.98], give the value which will be returned with the code arr[3]",2.1,1,Correct,1.98,0,Wrong,2.06,0,Wrong,An error occurs,0,Wrong
MC,"Given the list arr = [0.44, 0.33, 2.0, 2.59, 2.6, 3.64, 6.01, 0.96, 1.84], give the value which will be returned with the code arr[1]",0.33,1,Correct,2.0,0,Wrong,0.44,0,Wrong,An error occurs,0,Wrong
